iter	RMSE
490	10.97071997
491	10.97039137
492	10.96998556
493	10.96930208
494	10.96896196
495	10.96860582
496	10.96834453
497	10.96820858
498	10.96796011
499	10.96747043
500	10.96704641
501	10.96661071
502	10.96631465
503	10.9656562
504	10.96489946
505	10.96426303
506	10.96386302
507	10.96329966
508	10.96291595
509	10.96238626
510	10.96166867
511	10.9612532
512	10.96114458
513	10.96046475
514	10.95975279
515	10.95934403
516	10.95863487
517	10.95785317
518	10.95758098
519	10.95688492
520	10.95663177
521	10.9562964
522	10.95584855
523	10.95545185
524	10.95478451
525	10.95406946
526	10.95344443
527	10.95326045
528	10.95281043
529	10.95213119
530	10.95161106
531	10.95116794
532	10.95074201
533	10.95049229
534	10.94998092
535	10.94984526
536	10.9494349
537	10.94890604
538	10.94866318
539	10.94834093
540	10.94817904
541	10.94789927
542	10.94750397
543	10.94728456
544	10.94688434
545	10.94630056
546	10.94598728
547	10.9457358
548	10.94557229
549	10.94537508
550	10.94497765
551	10.94469848
552	10.94433441
553	10.9441925
554	10.94400433
555	10.94375784
556	10.94342607
557	10.9430415
558	10.94262484
559	10.94233301
560	10.94214537
561	10.94187364
562	10.94147292
563	10.9410872
564	10.94080703
565	10.94051892
566	10.94027637
567	10.94000905
568	10.93955501
569	10.93931194
570	10.93886862
571	10.93867139
572	10.93815396
573	10.93787962
574	10.93736052
575	10.93710012
576	10.93660343
577	10.9362842
578	10.93591433
579	10.93535289
580	10.93485562
581	10.93453999
582	10.93414654
583	10.93373391
584	10.9333584
585	10.93305707
586	10.93289199
587	10.93242678
588	10.93206003
589	10.93168055
590	10.93139819
591	10.9311599
592	10.93088304
593	10.93053209
594	10.93001713
595	10.92984326
596	10.92961743
597	10.92934609
598	10.92912473
599	10.92895065
600	10.92869688
601	10.9283871
602	10.92791305
603	10.92779507
604	10.92753645
605	10.92738581
606	10.9272812
607	10.92713236
608	10.92699241
609	10.9266571
610	10.9264284
611	10.92588714
612	10.92575959
613	10.92537848
614	10.92492327
615	10.92476393
616	10.92459929
617	10.92422296
618	10.92385434
619	10.92355974
620	10.92333154
621	10.92307122
622	10.92276001
623	10.92250782
624	10.92224793
625	10.92204641
626	10.92168146
627	10.92154112
628	10.92134644
629	10.92106334
630	10.92078096
631	10.92069467
632	10.92037235
633	10.91999116
634	10.91963071
635	10.91937105
636	10.91926762
637	10.918969
638	10.91890917
639	10.91857201
640	10.91823594
641	10.91808187
642	10.91779867
643	10.91761566
644	10.91748899
645	10.91727554
646	10.91699033
647	10.91678754
648	10.91661218
649	10.91634269
650	10.91622237
651	10.91598932
652	10.91574093
653	10.9155112
654	10.91523176
655	10.91490329
656	10.91465062
657	10.91454374
658	10.91434285
659	10.9142107
660	10.91387788
661	10.91372288
662	10.91348235
663	10.91315066
664	10.91292752
665	10.91277509
666	10.91263829
667	10.9123347
668	10.91210933
669	10.91178913
670	10.91143552
671	10.91114064
672	10.91097281
673	10.91076722
674	10.91054001
675	10.91042796
676	10.91024488
677	10.91006511
678	10.90974819
679	10.9094598
680	10.90932732
681	10.90903085
682	10.90892796
683	10.90885646
684	10.90862588
685	10.90847748
686	10.90825155
687	10.90811281
688	10.90784529
689	10.90772454
690	10.90737442
691	10.9072612
692	10.90697472
693	10.90684674
694	10.90671989
695	10.90657816
696	10.90645093
697	10.90635779
698	10.90624597
699	10.906097
700	10.90586058
701	10.90577077
702	10.90560657
703	10.90550868
704	10.90539827
705	10.90529182
706	10.90519687
707	10.90510599
708	10.90498213
709	10.90483668
710	10.90471042
711	10.90459149
712	10.90450544
713	10.90431303
714	10.9040854
715	10.90382494
716	10.90362787
717	10.90347298
718	10.90330524
719	10.90320775
720	10.90308729
721	10.90288562
722	10.90264345
723	10.90254827
724	10.90231533
725	10.90222635
726	10.90213775
727	10.90202246
728	10.90194419
729	10.90186006
730	10.90175803
731	10.90165879
732	10.90150204
733	10.90132425
734	10.90124135
735	10.90104903
736	10.90100244
737	10.90091211
738	10.90065285
739	10.9005443
740	10.90040568
741	10.90034704
742	10.9002891
743	10.9001174
744	10.9000352
745	10.89991679
746	10.89981686
747	10.89965144
748	10.89941255
749	10.89926571
750	10.89914766
751	10.89904858
752	10.89891251
753	10.89875644
754	10.89851168
755	10.89842829
756	10.89825769
757	10.89818426
758	10.89807671
759	10.89796233
760	10.89775599
761	10.89761701
762	10.89747366
763	10.8973153
764	10.89724797
765	10.8971087
766	10.89706189
767	10.89693195
768	10.89686501
769	10.89669477
770	10.89660622
771	10.89647201
772	10.89638693
773	10.8962708
774	10.89607419
775	10.8959605
776	10.89587969
777	10.89579121
778	10.89567447
779	10.89550408
780	10.89541539
781	10.89527207
782	10.89519256
783	10.89511795
784	10.89496118
785	10.89490348
786	10.89480011
787	10.89469723
788	10.89454535
789	10.8944709
790	10.89437945
791	10.89428119
792	10.89409404
793	10.89399948
794	10.89388028
795	10.89370669
796	10.89360035
797	10.89353817
798	10.89342489
799	10.89333498
800	10.89326127
801	10.89316827
802	10.8930677
803	10.89298203
804	10.89288239
805	10.89279746
806	10.89274337
807	10.89267881
808	10.89253785
809	10.8923551
810	10.89218015
811	10.89210212
812	10.89201962
813	10.89185575
814	10.89171884
815	10.89155962
816	10.89148574
817	10.89142739
818	10.89139513
819	10.89123612
820	10.89117453
821	10.89108184
822	10.89097825
823	10.89081419
824	10.89069813
825	10.89056462
826	10.8904571
827	10.89040928
828	10.89033073
829	10.89022657
830	10.89011777
831	10.89000481
832	10.889941
833	10.88983815
834	10.8897422
835	10.88969007
836	10.88958305
837	10.88946409
838	10.8894247
839	10.88932428
840	10.88915399
841	10.88910725
842	10.88896911
843	10.88880738
844	10.88867657
845	10.88855225
846	10.88850068
847	10.88843646
848	10.88837435
849	10.888328
850	10.8882845
851	10.88822537
852	10.88813934
853	10.88807006
854	10.88799898
855	10.88785031
856	10.88770769
857	10.8876466
858	10.88753072
859	10.88741652
860	10.88736421
861	10.88730012
862	10.88724595
863	10.8871825
864	10.88712915
865	10.88706838
866	10.88697283
867	10.88690725
868	10.88685939
869	10.8867996
870	10.88667768
871	10.88660787
872	10.88652089
873	10.88640294
874	10.88636904
875	10.88627548
876	10.88614849
877	10.88603356
878	10.88595861
879	10.8858998
880	10.88586048
881	10.88578571
882	10.88568457
883	10.88556907
884	10.88553209
885	10.88547549
886	10.88543103
887	10.88534028
888	10.88530389
889	10.88525384
890	10.88517239
891	10.88511798
892	10.88501374
893	10.88492281
894	10.88484361
895	10.8847945
896	10.88472678
897	10.88462078
898	10.88457721
899	10.88450425
900	10.88442938
901	10.88425473
902	10.88421847
903	10.88408148
904	10.88400997
905	10.88387393
906	10.88373796
907	10.88368978
908	10.88362408
909	10.88354189
910	10.8834665
911	10.88338555
912	10.8832977
913	10.88320445
914	10.88311238
915	10.88307715
916	10.88303833
917	10.88292559
918	10.88285776
919	10.8828093
920	10.88273131
921	10.88266427
922	10.88263471
923	10.88258541
924	10.88252077
925	10.88245687
926	10.88239104
927	10.88236075
928	10.8822469
929	10.88218662
930	10.88212981
931	10.88208647
932	10.88201635
933	10.88198603
934	10.88193261
935	10.8818712
936	10.88183792
937	10.88180389
938	10.88178365
939	10.88174002
940	10.88163407
941	10.88154462
942	10.88144622
943	10.88136703
944	10.88132206
945	10.88126667
946	10.88119582
947	10.88109083
948	10.88105017
949	10.88097396
950	10.88090445
951	10.8808342
952	10.88079125
953	10.88070633
954	10.88063506
955	10.88060799
956	10.88057103
957	10.88047831
958	10.88043497
959	10.88036529
960	10.88029234
961	10.88025442
962	10.88021138
963	10.88018398
964	10.88010417
965	10.88007945
966	10.88000164
967	10.87992084
968	10.87987156
969	10.87983636
970	10.87974292
971	10.87967547
972	10.87963228
973	10.87954767
974	10.8794586
975	10.87940297
976	10.87931653
977	10.87929981
978	10.87924053
979	10.87917705
980	10.87914556
981	10.87911406
982	10.87905383
983	10.87900852
984	10.87897428
985	10.87891757
986	10.87882892
987	10.87875577
988	10.87868446
989	10.87861326
990	10.87853146
991	10.87848438
992	10.87841434
993	10.878349
994	10.878267
995	10.87822291
996	10.87818287
997	10.87812477
998	10.87809752
999	10.87803115
